[INFO] | 2026-09-17 12:07:34 PM | analyzer.OptionsContract_fix | Analysis started at: 2026-09-17 12:07:34 PM
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenAddress
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenAddress
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenAddress
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for factoryAddress
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for factoryAddress
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function factoryAddress
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for addLiquidity
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for addLiquidity
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function addLiquidity
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for removeLiquidity
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for removeLiquidity
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function removeLiquidity
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getEthToTokenInputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getEthToTokenInputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getEthToTokenInputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getEthToTokenOutputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getEthToTokenOutputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getEthToTokenOutputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getTokenToEthInputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getTokenToEthInputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getTokenToEthInputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getTokenToEthOutputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getTokenToEthOutputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getTokenToEthOutputPrice
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for ethToTokenSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for ethToTokenSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function ethToTokenSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for ethToTokenTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for ethToTokenTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function ethToTokenTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for ethToTokenSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for ethToTokenSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function ethToTokenSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for ethToTokenTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for ethToTokenTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function ethToTokenTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToEthSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToEthSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToEthSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToEthTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToEthTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToEthTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToEthSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToEthSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToEthSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToEthTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToEthTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToEthTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToTokenSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToTokenSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToTokenSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToTokenTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToTokenTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToTokenTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToTokenSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToTokenSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToTokenSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToTokenTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToTokenTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToTokenTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToExchangeSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToExchangeSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToExchangeSwapInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToExchangeTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToExchangeTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToExchangeTransferInput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToExchangeSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToExchangeSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToExchangeSwapOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for tokenToExchangeTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for tokenToExchangeTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function tokenToExchangeTransferOutput
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for setup
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for setup
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function setup
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for createExchange
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for createExchange
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function createExchange
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getExchange
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getExchange
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getExchange
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getToken
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getToken
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getToken
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for getTokenWithId
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for getTokenWithId
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function getTokenWithId
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for initializeFactory
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for initializeFactory
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function initializeFactory
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Range graph generated
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for isETH
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for isETH
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function isETH
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for slitherConstructorVariables
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for slitherConstructorVariables
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Range graph generated
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function slitherConstructorVariables
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Range graph generated
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for isETH
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for isETH
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function isETH
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for fallback
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for fallback
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function fallback
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for _msgSender
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for _msgSender
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function _msgSender
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for _msgData
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for _msgData
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function _msgData
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for add
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for add
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function add
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for sub
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for sub
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function sub
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for mul
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for mul
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function mul
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for div
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for div
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function div
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for mod
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for mod
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function mod
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function totalSupply
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function balanceOf
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function transfer
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function allowance
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function approve
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | State variable assignement do not exist
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Processed function transferFrom
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Generating return summary for constructor
[INFO] | 2026-09-17 12:07:45 PM | analyzer.OptionsContract_fix | Return summary generated for constructor
