[INFO] | 2026-09-17 01:09:59 PM | analyzer.KeepRandomBeaconOperator | Analysis started at: 2026-09-17 01:09:59 PM
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function mul
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for div
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for div
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function div
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for mod
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for mod
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function mod
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Range graph generated
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Range graph generated
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function transfer
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function transferFrom
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function constructor
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _msgSender
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _msgData
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function totalSupply
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function allowance
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for _approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for _approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Range graph generated
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function _approve
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for isContract
[WARNING] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Can there be this kind of variables
[WARNING] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Can there be this kind of variables
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for isContract
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function isContract
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toPayable
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toPayable
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toPayable
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for sendValue
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for sendValue
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function sendValue
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for concat
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for concat
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function concat
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for concatStorage
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for concatStorage
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function concatStorage
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for slice
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for slice
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function slice
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toAddress
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toAddress
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toAddress
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toUint8
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toUint8
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toUint8
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toUint16
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toUint16
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toUint16
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toUint32
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toUint32
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toUint32
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toUint
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toUint
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toUint
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for toBytes32
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | We should not consider this kind of return values!
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for toBytes32
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function toBytes32
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for equal
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for equal
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function equal
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for equalStorage
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for equalStorage
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function equalStorage
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for contains
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for contains
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function contains
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for removeAddress
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for removeAddress
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function removeAddress
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Return summary generated for balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | State variable assignement do not exist
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Processed function balanceOf
[INFO] | 2026-09-17 01:10:17 PM | analyzer.KeepRandomBeaconOperator | Generating return summary for operatorsOf
