[INFO] | 2026-09-17 11:56:48 AM | analyzer.Governance_fix | Analysis started at: 2026-09-17 11:56:48 AM
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function mul
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for div
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for div
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function div
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for mod
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for mod
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function mod
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isConstructor
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isConstructor
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isConstructor
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for owner
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for owner
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function owner
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _transferOwnership
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _transferOwnership
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Range graph generated
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _transferOwnership
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for initializer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for initializer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Range graph generated
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function initializer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for onlyOwner
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for onlyOwner
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function onlyOwner
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isContract
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isContract
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isContract
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for toPayable
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for toPayable
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function toPayable
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for sendValue
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for sendValue
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function sendValue
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isConstructor
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Range graph generated
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function transfer
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function transferFrom
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isConstructor
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function constructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgSender
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _msgData
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function totalSupply
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function balanceOf
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function allowance
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Range graph generated
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _approve
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for getLast
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for getLast
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function getLast
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _add192
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _add192
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _add192
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _backwardsLinearSearch
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _backwardsLinearSearch
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _backwardsLinearSearch
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _binarySearch
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _binarySearch
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function _binarySearch
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for toUint8
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for toUint8
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function toUint8
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for toUint64
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for toUint64
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function toUint64
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for isConstructor
[WARNING] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Can there be this kind of variables
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Processed function isConstructor
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Generating return summary for _requireIsInitialized
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | Return summary generated for _requireIsInitialized
[INFO] | 2026-09-17 11:56:57 AM | analyzer.Governance_fix | State variable assignement do not exist
